Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T059_001,SE_T061_001,SE_T062_001,SE_T063_001,SE_T064_001,SE_T065_001,SE_T065_002,SE_T065_003,SE_T065_004,SE_T065_005,SE_T065_006,SE_T065_007,SE_T066_001,SE_T066_002,SE_T066_003,SE_T066_004,SE_T066_005,SE_T066_006,SE_T066_007,SE_T066_008,SE_T066_009,SE_T066_010,SE_T066_011,SE_T066_012,SE_T066_013,SE_T066_014,SE_T066_015,SE_T066_016,SE_T066_017,SE_T066_018,SE_T067_001,SE_T067_002,SE_T067_003,SE_T074_001,SE_T074_002,SE_T074_003,SE_T075_001,SE_T075_002,SE_T075_003,SE_T076_001,SE_T076_002,SE_T076_003,SE_T077_001,SE_T077_002,SE_T077_003,SE_T078_001,SE_T078_002,SE_T078_003,SE_T079_001,SE_T079_002,SE_T079_003,SE_T080_001,SE_T080_002,SE_T080_003,SE_T081_001,SE_T081_002,SE_T081_003,SE_T082_001,SE_T082_002,SE_T082_003,SE_T083_001,SE_T084_001,SE_T085_001,SE_T086_001,SE_T087_001,SE_T088_001,SE_T089_001,SE_T090_001,SE_T091_001,SE_T092_001
"55021970900","14000US55021970900","Census Tract 9709, Columbia County, Wisconsin","Census Tract 9709, Columbia County, Wisconsin","wi","140","00","ACSSF","0009236",,,,,"55","021",,,,"970900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4422,4422,88.28245,50.0892328458665,1788,48,25,16,36,68,69,46,126,75,163,236,413,183,152,83,49,73939,73939,73939,,,,,,,104500,73636,83513.1431767338,81413,90869.4152923538,56250,59946.4757709251,36947,44871,52176,28688,30131,38239,15950,40305,30341,34958,42727,49450,52083,45764,38068,37768,50714,53750,44625,33699,9063,28368,34489,46458,58333,73939,78040,57756,1788,1493,295,1788,1477,311,1788,165,1623,1788,583,1205,1788,443,1345,1788,9,1779,1788,12,1776,1788,372,1416,1788,291,1497,33688,34091,,,,,,25502,46806,33815
"55021971000","14000US55021971000","Census Tract 9710, Columbia County, Wisconsin","Census Tract 9710, Columbia County, Wisconsin","wi","140","00","ACSSF","0009237",,,,,"55","021",,,,"971000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120,4120,38.29484,107.586289975089,1773,51,79,70,49,52,95,139,86,77,199,269,255,228,61,37,26,59417,59417,59667,,,,,,12250,,59667,72229.2160180485,68424,83513.6867088608,34961,39621.021611002,34088,40644,44405,25946,26467,37663,16125,38225,31250,33542,39258,39261,56389,41047,40588,38990,45850,39572,63295,32095,11250,29457,32964,37386,50625,59417,64545,35417,1773,1449,324,1773,1384,389,1773,275,1498,1773,588,1185,1773,519,1254,1773,27,1746,1773,17,1756,1773,305,1468,1773,287,1486,30987,31237,,,17719,,,10457,27442,31293
"55021971100","14000US55021971100","Census Tract 9711, Columbia County, Wisconsin","Census Tract 9711, Columbia County, Wisconsin","wi","140","00","ACSSF","0009238",,,,,"55","021",,,,"971100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686,3686,39.65234,92.9579349402391,1444,70,39,53,86,41,53,70,66,50,94,262,329,113,48,45,25,63967,63967,65564,45313,,61282,,,36375,,65564,72038.0886426593,68625,78733.6744186047,36042,44800,29934,40198,46686,21023,24725,31756,10802,35376,25278,32107,32727,45278,46500,43777,35938,42679,44419,46944,54375,26989,23375,26339,25882,42000,40625,63967,67358,34922,1444,1244,200,1444,1228,216,1444,190,1254,1444,363,1081,1444,334,1110,1444,31,1413,1444,8,1436,1444,133,1311,1444,309,1135,27839,28695,15020,,19834,,11471,8851,3813,28827
"55021971200","14000US55021971200","Census Tract 9712, Columbia County, Wisconsin","Census Tract 9712, Columbia County, Wisconsin","wi","140","00","ACSSF","0009239",,,,,"55","021",,,,"971200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111,5111,316.858,16.1302538853462,2070,147,72,59,104,147,129,125,179,76,236,248,226,155,30,53,84,49813,49813,49813,,,,,,,24426,51146,64934.0096618357,58012,71480.5135951662,30291,48575.2010723861,25183,35417,46526,17766,19886,31850,13591,32232,10729,26272,37361,36696,27054,42236,250001,41637,41292,53938,24267,23234,5833,16122,22083,32500,34643,49813,63542,32065,2070,1699,371,2070,1604,466,2070,312,1758,2070,619,1451,2070,612,1458,2070,79,1991,2070,47,2023,2070,305,1765,2070,366,1704,26789,26686,,5765,,,,,17440,26830
"55025000100","14000US55025000100","Census Tract 1, Dane County, Wisconsin","Census Tract 1, Dane County, Wisconsin","wi","140","00","ACSSF","0009246",,,,,"55","025",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413,2413,3002.013,0.803794071632764,1202,23,65,75,8,105,50,56,93,44,110,149,161,83,14,88,78,55909,55909,61012,40781,,15769,,,50278,48563,63259,93241.1813643927,78875,104029.648241206,37961,81200.1652892562,38030,39479,56585,18963,36979,53750,22727,45407,31852,14306,31027,29141,64180,46786,,4886,25156,28750,66397,43750,31852,14444,31696,29643,61607,55909,70150,33125,1202,1004,198,1202,1004,198,1202,147,1055,1202,512,690,1202,213,989,1202,44,1158,1202,11,1191,1202,187,1015,1202,108,1094,47092,52033,16344,30673,16925,,46013,32929,38030,52558
"55025000201","14000US55025000201","Census Tract 2.01, Dane County, Wisconsin","Census Tract 2.01, Dane County, Wisconsin","wi","140","00","ACSSF","0009247",,,,,"55","025",,,,"000201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081,2081,2889.304,0.720242719271286,988,0,11,40,7,23,30,98,28,53,98,210,151,101,74,47,17,68409,68409,69091,,,90083,,,,,69091,77491.3967611336,81806,95448.0651731161,55375,59456.5392354125,38274,42207,51902,30580,32866,53304,14417,40945,,17407,40745,24643,58676,45000,,,40505,44091,63813,33321,,28365,50938,13000,54620,68409,74432,39052,988,811,177,988,789,199,988,91,897,988,496,492,988,292,696,988,7,981,988,0,988,988,254,734,988,103,885,36985,38346,,,30991,,,4918,16311,38671
"55025000202","14000US55025000202","Census Tract 2.02, Dane County, Wisconsin","Census Tract 2.02, Dane County, Wisconsin","wi","140","00","ACSSF","0009248",,,,,"55","025",,,,"000202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248,3248,3508.775,0.925679192336026,1397,105,19,48,9,32,34,70,112,35,88,112,185,224,41,152,131,80327,80327,80208,205375,,76607,,,,78000,80923,106205.583392985,103846,129909.595959596,43576,48547.4201474201,44868,59241,83487,33077,35296,60526,17574,50125,,11125,26000,51780,64167,62031,,8558,28125,88021,76964,44957,,25556,25375,46105,45357,80327,97143,44375,1397,1091,306,1397,1070,327,1397,203,1194,1397,721,676,1397,366,1031,1397,0,1397,1397,19,1378,1397,271,1126,1397,170,1227,45964,50817,72472,,21957,,,10173,19846,52653
"55025000204","14000US55025000204","Census Tract 2.04, Dane County, Wisconsin","Census Tract 2.04, Dane County, Wisconsin","wi","140","00","ACSSF","0009249",,,,,"55","025",,,,"000204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103,5103,4933.266,1.0344059509156,2488,99,7,137,68,38,155,203,74,180,117,330,376,170,115,235,184,67612,67612,73209,33538,,81020,,48177,41106,47866,73801,94800.3617363344,90000,129499.152542373,49907,63196.4067278287,42288,48359,60078,31042,36196,39583,32708,45509,2499,35260,32929,50450,57024,53170,2499,43958,33865,65515,74152,34836,,32067,29688,32431,51186,67612,94273,48091,2488,2190,298,2488,2123,365,2488,183,2305,2488,1145,1343,2488,530,1958,2488,59,2429,2488,42,2446,2488,439,2049,2488,207,2281,46468,54475,14093,,41625,,19122,10670,17728,55563
"55025000205","14000US55025000205","Census Tract 2.05, Dane County, Wisconsin","Census Tract 2.05, Dane County, Wisconsin","wi","140","00","ACSSF","0009250",,,,,"55","025",,,,"000205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5686,5686,3595.683,1.58134091740966,2382,50,63,13,118,77,81,69,41,119,193,172,379,208,270,284,245,86813,86813,87198,24100,,125852,,,53750,202895,86937,115664.693534845,114679,146697.865013774,52016,66114.9462365591,43467,60500,69256,24648,35713,51250,20262,50387,2499,31875,21842,50250,72219,64410,,31161,10859,58942,93007,39637,2499,34808,35368,43772,52500,86813,107468,33892,2382,1977,405,2382,1948,434,2382,364,2018,2382,1256,1126,2382,680,1702,2382,72,2310,2382,12,2370,2382,531,1851,2382,256,2126,48822,52916,29748,,47575,,12597,15178,12684,52921
"55025000300","14000US55025000300","Census Tract 3, Dane County, Wisconsin","Census Tract 3, Dane County, Wisconsin","wi","140","00","ACSSF","0009251",,,,,"55","025",,,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574,5574,6127.225,0.909710392480583,2818,324,159,115,173,151,196,131,106,137,174,365,243,199,66,112,167,46588,46588,52358,,,33287,,,27083,46364,53049,70247.3740241306,69731,95444.6730345334,31890,46710.2951269732,27630,28670,51076,19244,25711,38095,14882,32407,,20560,24844,30354,47201,31741,,20107,23068,30655,68707,35375,,,28750,27208,43225,46588,94615,31891,2818,1991,827,2818,1939,879,2818,350,2468,2818,1322,1496,2818,825,1993,2818,49,2769,2818,24,2794,2818,503,2315,2818,316,2502,35762,42032,6425,,20957,,9650,11550,28905,42160
"55025000401","14000US55025000401","Census Tract 4.01, Dane County, Wisconsin","Census Tract 4.01, Dane County, Wisconsin","wi","140","00","ACSSF","0009252",,,,,"55","025",,,,"000401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273,3273,4667.804,0.701186260322442,1419,38,11,15,42,81,25,43,49,58,124,191,339,158,90,71,84,76847,76847,77472,,,,,,29904,29191,77301,91867.7942212826,91875,110141.339491917,57077,62760.5786618445,41753,48673,64583,28309,35139,53208,19289,43750,17596,40051,30556,46940,61250,50603,,40668,21042,50714,71875,40703,17596,10000,31979,45284,53598,76847,78702,47500,1419,1204,215,1419,1174,245,1419,176,1243,1419,899,520,1419,362,1057,1419,32,1387,1419,9,1410,1419,263,1156,1419,194,1225,40326,41669,41898,,,,,12556,19761,41807
"55025000402","14000US55025000402","Census Tract 4.02, Dane County, Wisconsin","Census Tract 4.02, Dane County, Wisconsin","wi","140","00","ACSSF","0009253",,,,,"55","025",,,,"000402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555,2555,2359.769,1.08273320185267,1098,19,0,0,53,64,34,59,82,37,105,152,207,144,52,90,0,72778,72778,73214,,,85982,,54545,,73300,66935,76299.7267759563,82212,90539.764359352,43006,53223.3890214797,41518,47823,63810,29457,35550,50302,22359,40966,50125,26250,37981,38341,56122,41165,,19563,29091,60536,57639,40568,,36000,39519,27232,48889,72778,78424,51522,1098,900,198,1098,857,241,1098,217,881,1098,652,446,1098,359,739,1098,30,1068,1098,0,1098,1098,255,843,1098,98,1000,33300,35969,6811,,23946,,9226,19320,15811,38156
"55025000405","14000US55025000405","Census Tract 4.05, Dane County, Wisconsin","Census Tract 4.05, Dane County, Wisconsin","wi","140","00","ACSSF","0009254",,,,,"55","025",,,,"000405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5498,5498,3299.667,1.66622856939878,2585,185,69,145,112,101,169,231,190,168,296,209,135,202,155,155,63,48358,48358,49139,54531,,36392,,41917,,21875,52712,65480.7736943907,61583,88692.4349881797,38163,41033.8145896657,31729,35682,47535,18819,28306,35781,17896,36511,19318,17794,33220,38073,60321,42917,31136,11796,29926,46369,62644,33956,4826,19265,34647,34320,46811,48358,89750,40013,2585,2439,146,2585,2410,175,2585,223,2362,2585,846,1739,2585,254,2331,2585,12,2573,2585,13,2572,2585,238,2347,2585,248,2337,31209,33987,18767,,22096,,26592,,7812,38412
"55025000406","14000US55025000406","Census Tract 4.06, Dane County, Wisconsin","Census Tract 4.06, Dane County, Wisconsin","wi","140","00","ACSSF","0009255",,,,,"55","025",,,,"000406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,2728,2205.574,1.23686596231334,1375,41,13,57,33,35,73,45,33,62,143,274,166,208,61,102,29,67083,67083,66508,19276,,89643,,,53839,116406,66349,78000.7272727273,100833,99847.7198697068,57625,60283.3114323259,40437,50795,51477,47222,30743,51227,15679,47829,,34338,31500,50670,53333,50568,,34632,21875,52061,58854,44286,,27206,40000,42109,52792,67083,82292,63203,1375,1058,317,1375,1043,332,1375,146,1229,1375,521,854,1375,363,1012,1375,11,1364,1375,0,1375,1375,255,1120,1375,140,1235,39871,43620,25024,16657,22587,,,29813,57681,43418
"55025000407","14000US55025000407","Census Tract 4.07, Dane County, Wisconsin","Census Tract 4.07, Dane County, Wisconsin","wi","140","00","ACSSF","0009256",,,,,"55","025",,,,"000407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229,6229,5857.404,1.06344044837273,2094,113,24,58,130,44,175,88,66,174,196,237,273,213,111,99,93,56625,56625,68646,19663,95294,39737,,60455,24387,54315,70313,75669.9140401146,63071,81147.2012102874,39286,64581.0880829016,25433,35993,43654,21771,20079,39596,10824,28384,11560,25784,21933,39044,68594,36654,11887,34977,35058,57000,78188,21376,10109,20333,17625,28024,41583,56625,77425,33598,2094,1869,225,2094,1818,276,2094,435,1659,2094,722,1372,2094,307,1787,2094,89,2005,2094,16,2078,2094,371,1723,2094,398,1696,25739,34165,7362,15527,17836,,19917,6939,12218,36495
"55025000408","14000US55025000408","Census Tract 4.08, Dane County, Wisconsin","Census Tract 4.08, Dane County, Wisconsin","wi","140","00","ACSSF","0009257",,,,,"55","025",,,,"000408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577,1577,1044.041,1.5104764964162,1143,115,54,59,148,90,110,81,82,70,60,121,72,54,27,0,0,34712,34712,36994,,32917,,,,8906,,36994,42617.760279965,44375,60853.6945812808,31012,37226.7021276596,28154,31852,24881,34333,25870,40662,23662,22226,,31161,19792,20625,21898,20250,,16346,16250,19271,22333,24375,,37083,22917,,21354,34712,47404,33013,1143,537,606,1143,516,627,1143,65,1078,1143,537,606,1143,674,469,1143,52,1091,1143,0,1143,1143,438,705,1143,187,956,32987,34321,,17323,,,,13019,,34321
"55025000501","14000US55025000501","Census Tract 5.01, Dane County, Wisconsin","Census Tract 5.01, Dane County, Wisconsin","wi","140","00","ACSSF","0009258",,,,,"55","025",,,,"000501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581,4581,3540.433,1.29390946985083,2065,13,14,59,60,67,123,87,107,82,178,402,381,252,112,108,20,69058,69058,69096,74792,,31635,,,128462,35852,69654,75839.9515738499,81339,91096.0623461854,49732,52939.8345153664,40414,43688,52971,38025,33702,44288,24795,41564,13795,32143,37281,42838,64833,43929,13841,44073,36886,49412,62833,34339,12273,21783,43173,40972,75100,69058,78291,43547,2065,1787,278,2065,1758,307,2065,222,1843,2065,1224,841,2065,531,1534,2065,22,2043,2065,3,2062,2065,447,1618,2065,168,1897,34863,38746,17145,,24986,,,5663,17925,39726
